@RELATION 'Music feature'
%rows=1
%columns=9770
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Zero-crossing rate' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.119140625,1120
0.12890625,1121
0.1796875,1122
0.19140625,1123
0.076171875,1124
0.162109375,1125
0.13671875,1126
0.1953125,1127
0.216796875,1128
0.09375,1129
0.2421875,1130
0.23046875,1131
0.314453125,1132
0.28125,1133
0.162109375,1134
0.15234375,1135
0.166015625,1136
0.173828125,1137
0.212890625,1138
0.193359375,1139
0.123046875,1140
0.158203125,1141
0.212890625,1142
0.240234375,1143
0.296875,1144
0.1171875,1145
0.11328125,1146
0.126953125,1147
0.16796875,1148
0.2109375,1149
0.166015625,1150
0.052734375,1151
0.146484375,1152
0.212890625,1153
0.271484375,1154
0.2421875,1155
0.08203125,1156
0.072265625,1157
0.12109375,1158
0.21875,1159
0.173828125,1160
0.087890625,1161
0.099609375,1162
0.181640625,1163
0.2265625,1164
0.283203125,1165
0.267578125,1166
0.1015625,1167
0.109375,1168
0.20703125,1169
0.201171875,1170
0.177734375,1171
0.14453125,1172
0.099609375,1173
0.265625,1174
0.203125,1175
0.30078125,1176
0.30859375,1177
0.11328125,1178
0.1875,1179
0.27734375,1180
0.24609375,1181
0.248046875,1182
0.14453125,1183
0.125,1184
0.232421875,1185
0.166015625,1186
0.279296875,1187
0.314453125,1188
0.103515625,1189
0.22265625,1190
0.14453125,1191
0.208984375,1192
0.236328125,1193
0.025390625,1194
0.10546875,1195
0.107421875,1196
0.2109375,1197
0.173828125,1198
0.115234375,1199
0.056640625,1200
0.154296875,1201
0.150390625,1202
0.107421875,1203
0.130859375,1204
0.134765625,1205
0.203125,1206
0.177734375,1207
0.18359375,1208
0.173828125,1209
0.095703125,1210
0.154296875,1211
0.16015625,1212
0.158203125,1213
0.193359375,1214
0.15234375,1215
0.0859375,1216
0.171875,1217
0.265625,1218
0.1875,1219
0.240234375,1220
0.0625,1221
