@RELATION 'Music feature'
%rows=1
%columns=12922
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Spectral centroid' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
960.4094,1594
1615.572,1595
1223.1411,1596
1057.8135,1597
2050.462,1598
4460.034,1599
4803.7397,1600
3461.6067,1601
3202.55,1602
2548.6868,1603
2375.8286,1604
1642.1587,1605
1992.5978,1606
1372.3615,1607
2884.1248,1608
2899.391,1609
2594.4146,1610
1899.197,1611
1014.88947,1612
1680.4928,1613
1939.3275,1614
998.05853,1615
985.51495,1616
4816.6436,1617
4747.5923,1618
4166.172,1619
3078.3438,1620
3071.8748,1621
3726.1665,1622
3136.7764,1623
2894.5742,1624
3124.3718,1625
2938.6233,1626
2761.6074,1627
1595.3291,1628
1374.7681,1629
811.78705,1630
1190.0427,1631
1910.4817,1632
1245.8702,1633
1222.1415,1634
3274.4946,1635
4431.811,1636
4700.811,1637
3186.8613,1638
2863.0645,1639
2325.1396,1640
2084.95,1641
1614.89,1642
1512.9088,1643
1293.9417,1644
2893.465,1645
2567.6868,1646
2452.8955,1647
1694.6385,1648
976.01746,1649
1624.6483,1650
1485.0304,1651
879.4062,1652
663.2555,1653
4815.933,1654
4493.918,1655
4230.593,1656
2909.4602,1657
3187.4539,1658
3922.209,1659
3044.5234,1660
2912.5098,1661
2990.025,1662
2761.06,1663
2712.3518,1664
1435.9963,1665
1163.2717,1666
756.2424,1667
1062.2054,1668
1735.0917,1669
1187.1105,1670
1105.4955,1671
4190.575,1672
4659.421,1673
4607.501,1674
3549.585,1675
3023.7468,1676
2989.932,1677
1914.7676,1678
1776.7974,1679
1535.3959,1680
1679.7537,1681
2936.7659,1682
2378.9666,1683
2844.5884,1684
1678.1764,1685
876.27966,1686
1939.4879,1687
1623.6412,1688
967.8472,1689
717.07916,1690
4829.196,1691
4499.811,1692
4283.578,1693
3168.5552,1694
3202.7476,1695
1870.0963,1696
1936.5835,1697
1833.1106,1698
1381.7139,1699
2641.6018,1700
2657.548,1701
1649.0935,1702
